Name;Coord;Winner;Fitness;Score;GameTime;ConquerRadius;AttackMinLife;SupportRadius;SupportMaxCap;SupportMinCap;SupportTownRatio
EA146;<3468, 5, 958>;True;320;320;643;1637;10;963;73;65;52
EA132;<3468, 5, 958>;True;340;340;771;1664;10;1438;72;56;51
EA122;<3468, 5, 958>;False;215;215;854;1517;10;347;76;96;45
EA113;<3468, 5, 958>;True;280;280;552;1582;8;735;92;64;48
EA110;<3468, 5, 958>;True;360;360;703;1813;12;1311;80;81;49
EA108;<3468, 5, 958>;True;340;340;657;1575;10;785;66;82;50
EA75;<3468, 5, 958>;True;320;320;633;1674;11;1236;77;37;62
EA74;<3468, 5, 958>;True;315;315;599;1527;12;400;79;95;48
EA52;<3468, 5, 958>;True;360;360;681;1674;11;1239;83;60;53
EA34;<3468, 5, 958>;True;355;355;774;1639;10;907;72;77;49
EA32;<3468, 5, 958>;True;280;280;549;1657;10;1017;79;78;45
EA14;<3468, 5, 958>;False;75;75;662;1598;10;966;76;61;52
EA9;<3468, 5, 958>;True;395;395;614;1523;5;422;98;68;44
EA195;<3468, 5, 958>;True;704;705;1194;1582;10;773;69;84;47
EA197;<3468, 5, 958>;True;340;340;647;1665;10;1205;76;60;53
EA193;<3468, 5, 958>;True;320;320;602;1557;10;351;77;84;51
EA184;<3468, 5, 958>;True;335;335;639;1539;10;994;79;66;51
EA178;<3468, 5, 958>;False;40;40;608;1582;8;735;92;64;48
EA175;<3468, 5, 958>;False;210;210;962;1815;11;1001;79;90;46
EA177;<3468, 5, 958>;True;375;375;698;1560;10;971;77;62;53
EA165;<3468, 5, 958>;True;355;355;724;1653;11;544;71;72;58
EA161;<3468, 5, 958>;True;335;335;702;1788;12;1252;79;82;49
EA158;<3468, 5, 958>;True;335;335;690;1664;10;951;72;69;53
EA157;<3468, 5, 958>;True;300;300;620;1719;10;2021;68;38;53
EA130;<3468, 5, 958>;True;380;380;723;1610;9;885;71;67;53
EA127;<3468, 5, 958>;True;280;280;528;1731;10;1127;75;82;48
EA115;<3468, 5, 958>;True;360;360;783;1581;10;817;66;80;50
EA106;<3468, 5, 958>;False;519;520;1029;1513;10;901;78;75;63
EA99;<3468, 5, 958>;True;435;435;794;1534;9;926;70;71;46
EA49;<3468, 5, 958>;True;460;460;799;1600;10;993;77;64;49
EA43;<3468, 5, 958>;True;390;390;676;1595;10;1122;79;60;53
EA42;<3468, 5, 958>;True;240;240;589;1582;11;799;61;84;53
EA24;<3468, 5, 958>;True;300;300;678;1622;10;1275;71;62;51
EA27;<3468, 5, 958>;True;300;300;617;1527;12;400;79;95;48
EA19;<3468, 5, 958>;True;260;260;525;1586;8;690;84;73;47
EA15;<3468, 5, 958>;True;390;390;831;1575;10;588;74;84;48
EA0;<3468, 5, 958>;True;300;300;656;1532;11;415;78;94;48
EA3;<3468, 5, 958>;True;340;340;631;1563;10;916;69;68;54
EA185;<3468, 5, 958>;True;375;375;793;1753;12;1518;97;49;52
EA187;<3468, 5, 958>;True;320;320;622;1613;10;616;78;93;45
EA186;<3468, 5, 958>;True;320;320;602;1685;11;1016;72;62;56
EA181;<3468, 5, 958>;True;320;320;673;1585;11;727;77;81;49
EA179;<3468, 5, 958>;True;280;280;516;1637;10;963;73;65;52
EA147;<3468, 5, 958>;False;389;390;1149;1603;10;1009;77;70;51
EA159;<3468, 5, 958>;True;300;300;542;1701;10;955;73;76;51
EA148;<3468, 5, 958>;True;280;280;649;1628;10;1087;77;62;52
EA140;<3468, 5, 958>;True;395;395;667;1602;10;583;77;90;47
EA116;<3468, 5, 958>;True;360;360;873;1534;10;680;74;80;55
EA105;<3468, 5, 958>;False;369;370;1067;1658;10;1515;71;56;51
EA112;<3468, 5, 958>;True;355;355;577;1526;11;453;77;85;49
EA107;<3468, 5, 958>;False;90;90;674;1610;9;885;71;67;53
EA100;<3468, 5, 958>;False;75;75;647;1685;8;1811;64;47;51
EA91;<3468, 5, 958>;False;294;295;1019;1560;10;971;77;62;53
EA95;<3468, 5, 958>;True;300;300;640;1669;11;962;72;67;55
EA90;<3468, 5, 958>;True;320;320;658;1588;11;855;58;87;51
EA85;<3468, 5, 958>;False;70;70;677;1531;10;597;75;66;52
EA78;<3468, 5, 958>;True;340;340;702;1559;10;1201;82;57;52
EA2;<3468, 5, 958>;True;744;745;1155;1539;10;994;79;66;51
EA5;<3468, 5, 958>;True;320;320;633;1522;11;394;78;93;48
EA189;<3468, 5, 958>;True;280;280;605;1667;10;962;72;66;54
EA188;<3468, 5, 958>;True;240;240;529;1666;10;1021;71;64;53
EA173;<3468, 5, 958>;True;320;320;596;1679;11;1264;83;59;53
EA152;<3468, 5, 958>;False;274;275;1013;1465;10;559;72;79;56
EA155;<3468, 5, 958>;True;300;300;647;1522;11;394;78;93;48
EA145;<3468, 5, 958>;False;55;55;636;1652;10;961;73;68;51
EA144;<3468, 5, 958>;True;320;320;581;1694;10;1038;72;73;51
EA77;<3468, 5, 958>;True;320;320;719;1629;10;1322;71;61;51
EA69;<3468, 5, 958>;False;425;425;862;1537;10;690;75;80;55
EA40;<3468, 5, 958>;True;430;430;850;1665;10;1205;76;60;53
EA36;<3468, 5, 958>;True;529;530;1005;1637;10;811;84;96;39
EA41;<3468, 5, 958>;True;380;380;752;1654;11;925;74;60;58
EA44;<3468, 5, 958>;True;320;320;627;1592;11;814;65;85;51
EA17;<3468, 5, 958>;False;130;130;848;1662;10;1660;69;51;51
EA20;<3468, 5, 958>;True;280;280;665;1547;10;763;74;77;52
EA6;<3468, 5, 958>;True;590;590;857;1488;11;167;79;100;46
EA169;<3468, 5, 958>;True;340;340;753;1622;10;988;83;65;51
EA162;<3468, 5, 958>;True;410;410;955;1628;9;901;72;64;55
EA151;<3468, 5, 958>;False;135;135;764;1532;11;415;78;94;48
EA142;<3468, 5, 958>;False;60;60;614;1523;5;422;98;68;44
EA128;<3468, 5, 958>;True;340;340;776;1559;10;1201;82;57;52
EA124;<3468, 5, 958>;True;375;375;767;1690;10;1019;72;75;50
EA119;<3468, 5, 958>;True;425;425;913;1515;11;544;76;67;52
EA98;<3468, 5, 958>;True;375;375;820;1560;10;971;77;62;53
EA92;<3468, 5, 958>;False;180;180;945;1688;11;961;74;87;49
EA87;<3468, 5, 958>;False;494;495;1107;1619;10;1027;87;64;51
EA93;<3468, 5, 958>;True;355;355;680;1748;11;954;76;93;48
EA79;<3468, 5, 958>;False;305;305;974;1590;12;861;57;89;52
EA83;<3468, 5, 958>;True;360;360;682;1688;11;961;74;87;49
EA76;<3468, 5, 958>;True;390;390;710;1768;11;1267;79;79;49
EA64;<3468, 5, 958>;False;449;450;1076;1580;10;892;71;70;51
EA73;<3468, 5, 958>;True;320;320;585;1605;11;542;78;94;47
EA70;<3468, 5, 958>;False;55;55;597;1523;10;849;71;72;54
EA65;<3468, 5, 958>;True;340;340;671;1656;10;1291;80;50;55
EA61;<3468, 5, 958>;False;250;250;971;1575;10;785;66;82;50
EA55;<3468, 5, 958>;False;379;380;1053;1622;10;939;74;71;49
EA62;<3468, 5, 958>;True;375;375;758;1517;10;347;76;96;45
EA50;<3468, 5, 958>;True;425;425;954;1696;10;1065;79;84;44
EA48;<3468, 5, 958>;False;225;225;992;1701;10;1008;81;76;47
EA46;<3468, 5, 958>;True;340;340;669;1674;11;1236;77;37;62
EA38;<3468, 5, 958>;True;300;300;624;1717;10;893;77;85;49
EA29;<3468, 5, 958>;True;320;320;603;1637;10;811;84;96;39
EA21;<3468, 5, 958>;False;205;205;806;1610;9;885;71;67;53
EA16;<3468, 5, 958>;True;360;360;678;1549;10;274;77;88;51
EA26;<3468, 5, 958>;True;260;260;545;1596;9;496;77;98;43
EA196;<3468, 5, 958>;False;55;55;661;1637;10;963;73;65;52
EA190;<3468, 5, 958>;False;240;240;900;1539;10;994;79;66;51
EA183;<3468, 5, 958>;True;320;320;565;1595;10;1122;79;60;53
EA150;<3468, 5, 958>;False;90;90;691;1659;8;1174;75;56;52
EA143;<3468, 5, 958>;False;594;595;1063;1658;10;1515;71;56;51
EA149;<3468, 5, 958>;False;100;100;684;1642;10;899;72;76;49
EA141;<3468, 5, 958>;True;320;320;685;1674;11;1236;77;37;62
EA138;<3468, 5, 958>;False;55;55;583;1547;10;763;74;77;52
EA134;<3468, 5, 958>;False;90;90;679;1521;10;373;76;94;45
EA126;<3468, 5, 958>;False;135;135;955;1530;9;866;66;74;61
EA125;<3468, 5, 958>;True;355;355;690;1605;11;542;78;94;47
EA102;<3468, 5, 958>;True;335;335;727;1616;9;952;73;68;52
EA80;<3468, 5, 958>;False;55;55;597;1628;10;1087;77;62;52
EA72;<3468, 5, 958>;False;55;55;639;1594;10;981;78;64;49
EA173;<3468, 5, 958>;True;385;385;842;1616;10;965;79;78;45
EA163;<3468, 5, 958>;False;504;505;1215;1508;11;573;75;64;52
EA176;<3468, 5, 958>;True;300;300;625;1778;11;1293;76;84;49
EA145;<3468, 5, 958>;True;495;495;923;1575;10;785;66;82;50
EA140;<3468, 5, 958>;False;365;365;876;1528;11;495;79;90;48
EA137;<3468, 5, 958>;True;320;320;806;1610;9;885;71;67;53
EA124;<3468, 5, 958>;True;335;335;744;1791;11;1042;75;86;48
EA122;<3468, 5, 958>;True;360;360;712;1559;10;998;77;65;51
EA120;<3468, 5, 958>;True;340;340;697;1637;10;811;84;96;39
EA105;<3468, 5, 958>;False;220;220;967;1557;10;351;77;84;51
EA70;<3468, 5, 958>;False;110;110;682;1634;8;736;65;71;53
EA68;<3468, 5, 958>;True;300;300;610;1575;10;588;74;84;48
EA58;<3468, 5, 958>;True;260;260;527;1625;10;987;82;65;50
EA52;<3468, 5, 958>;True;340;340;680;1515;11;544;76;67;52
EA47;<3468, 5, 958>;False;255;255;861;1628;9;901;72;64;55
EA43;<3468, 5, 958>;True;300;300;652;1767;10;1453;79;62;53
EA40;<3468, 5, 958>;True;340;340;645;1665;10;1205;76;60;53
EA37;<3468, 5, 958>;False;90;90;673;1600;9;821;71;71;51
EA31;<3468, 5, 958>;False;110;110;798;1535;9;834;81;76;57
EA29;<3468, 5, 958>;True;320;320;614;1747;10;1211;84;68;49
EA2;<3468, 5, 958>;True;320;320;633;1517;10;347;76;96;45
EA11;<3468, 5, 958>;True;260;260;523;1616;9;952;73;68;52
EA168;<3468, 5, 958>;True;360;360;627;1629;10;873;80;89;41
EA157;<3468, 5, 958>;True;395;395;649;1521;10;373;76;94;45
EA146;<3468, 5, 958>;False;320;320;967;1690;10;1019;72;75;50
EA148;<3468, 5, 958>;False;165;165;819;1527;12;400;79;95;48
EA143;<3468, 5, 958>;False;185;185;767;1595;10;1122;79;60;53
EA141;<3468, 5, 958>;True;335;335;667;1673;11;972;72;67;54
EA113;<3468, 5, 958>;False;210;210;990;1534;9;926;70;71;46
EA100;<3468, 5, 958>;True;295;295;616;1625;10;672;77;92;45
EA98;<3468, 5, 958>;True;280;280;637;1557;10;351;77;84;51
EA83;<3468, 5, 958>;True;300;300;653;1767;10;1453;79;62;53
EA71;<3468, 5, 958>;True;340;340;656;1557;10;351;77;84;51
EA50;<3468, 5, 958>;False;499;500;1202;1628;10;982;76;71;49
EA46;<3468, 5, 958>;True;355;355;754;1668;10;973;72;76;49
EA20;<3468, 5, 958>;True;340;340;681;1602;10;843;76;74;49
EA0;<3468, 5, 958>;True;355;355;658;1539;10;994;79;66;51
EA13;<3468, 5, 958>;True;260;260;576;1588;9;1021;71;69;53
EA196;<3468, 5, 958>;False;359;360;1115;1575;10;785;66;82;50
EA180;<3468, 5, 958>;True;320;320;658;1699;11;1094;77;73;49
EA161;<3468, 5, 958>;True;355;355;729;1685;11;1016;72;62;56
EA136;<3468, 5, 958>;True;320;320;555;1642;10;899;72;76;49
EA112;<3468, 5, 958>;False;280;280;938;1628;10;1087;77;62;52
EA114;<3468, 5, 958>;True;395;395;912;1518;10;795;76;78;56
EA92;<3468, 5, 958>;False;235;235;906;1526;11;453;77;85;49
EA82;<3468, 5, 958>;True;320;320;682;1613;11;733;63;81;53
EA85;<3468, 5, 958>;True;240;240;520;1650;8;1125;76;56;51
EA79;<3468, 5, 958>;False;25;25;533;1616;9;952;73;68;52
EA34;<3468, 5, 958>;True;485;485;942;1659;10;1181;79;44;59
EA33;<3468, 5, 958>;False;55;55;572;1513;10;901;78;75;63
EA24;<3468, 5, 958>;True;320;320;653;1626;10;831;83;92;40
EA23;<3468, 5, 958>;True;340;340;653;1561;10;576;68;91;45
EA16;<3468, 5, 958>;True;335;335;662;1514;10;312;76;97;43
EA17;<3468, 5, 958>;True;280;280;575;1619;10;772;72;65;56
EA15;<3468, 5, 958>;True;340;340;684;1674;11;1236;77;37;62
EA9;<3468, 5, 958>;False;110;110;631;1580;10;602;77;83;47
EA7;<3468, 5, 958>;True;340;340;616;1748;11;954;76;93;48
EA192;<3468, 5, 958>;True;335;335;749;1641;10;871;74;80;50
EA172;<3468, 5, 958>;False;190;190;818;1523;5;422;98;68;44
EA166;<3468, 5, 958>;False;165;165;955;1747;10;1211;84;68;49
EA162;<3468, 5, 958>;True;340;340;593;1617;10;920;73;72;48
EA152;<3468, 5, 958>;False;240;240;905;1709;11;1794;87;30;60
EA150;<3468, 5, 958>;True;440;440;895;1714;10;1620;80;39;56
EA128;<3468, 5, 958>;True;355;355;644;1527;10;560;74;85;51
EA129;<3468, 5, 958>;True;280;280;579;1629;10;1322;71;61;51
EA99;<3468, 5, 958>;False;55;55;610;1664;10;951;72;69;53
EA97;<3468, 5, 958>;True;280;280;576;1588;10;985;71;72;52
EA89;<3468, 5, 958>;True;435;435;844;1581;10;817;66;80;50
EA73;<3468, 5, 958>;True;340;340;691;1527;12;400;79;95;48
EA69;<3468, 5, 958>;True;280;280;555;1644;10;1243;74;59;51
EA66;<3468, 5, 958>;True;330;330;692;1581;10;817;66;80;50
EA45;<3468, 5, 958>;True;370;370;844;1610;9;885;71;67;53
EA4;<3468, 5, 958>;False;55;55;618;1613;10;616;78;93;45
EA198;<3468, 5, 958>;True;300;300;583;1701;10;1008;81;76;47
EA193;<3468, 5, 958>;True;425;425;780;1642;10;899;72;76;49
EA164;<3468, 5, 958>;True;395;395;817;1675;10;1213;70;73;48
EA133;<3468, 5, 958>;False;165;165;903;1580;10;863;69;78;52
EA125;<3468, 5, 958>;True;260;260;498;1641;9;959;73;67;52
EA119;<3468, 5, 958>;False;25;25;556;1575;10;775;68;83;52
EA87;<3468, 5, 958>;True;340;340;627;1625;10;987;82;65;50
EA84;<3468, 5, 958>;True;315;315;583;1517;10;347;76;96;45
EA74;<3468, 5, 958>;True;380;380;852;1658;10;1515;71;56;51
EA59;<3468, 5, 958>;True;320;320;615;1619;10;1027;87;64;51
EA35;<3468, 5, 958>;False;214;215;1017;1705;10;1161;75;77;52
EA19;<3468, 5, 958>;True;340;340;642;1517;10;347;76;96;45
EA14;<3468, 5, 958>;False;25;25;611;1559;10;1201;82;57;52
EA8;<3468, 5, 958>;True;360;360;632;1493;10;654;72;74;54
EA187;<3468, 5, 958>;False;170;170;824;1561;10;900;78;74;54
EA186;<3468, 5, 958>;True;315;315;681;1562;10;839;62;78;51
EA182;<3468, 5, 958>;False;90;90;654;1763;10;1251;78;79;48
EA174;<3468, 5, 958>;True;360;360;717;1628;9;901;72;64;55
EA171;<3468, 5, 958>;True;320;320;625;1605;11;542;78;94;47
EA155;<3468, 5, 958>;True;395;395;698;1664;10;905;82;78;48
EA149;<3468, 5, 958>;True;380;380;841;1613;10;616;78;93;45
EA138;<3468, 5, 958>;True;335;335;677;1773;11;980;75;92;47
EA130;<3468, 5, 958>;True;400;400;781;1625;10;987;82;65;50
EA126;<3468, 5, 958>;True;385;385;685;1540;10;993;78;66;51
EA108;<3468, 5, 958>;True;395;395;857;1575;10;785;66;82;50
EA102;<3468, 5, 958>;True;280;280;599;1763;11;945;75;97;47
EA86;<3468, 5, 958>;False;219;220;1123;1628;9;901;72;64;55
EA88;<3468, 5, 958>;True;320;320;638;1633;10;1078;80;65;53
EA56;<3468, 5, 958>;True;330;330;681;1658;10;1515;71;56;51
EA54;<3468, 5, 958>;True;335;335;649;1598;10;989;78;65;50
EA49;<3468, 5, 958>;True;320;320;632;1661;10;1194;81;61;52
EA38;<3468, 5, 958>;True;300;300;583;1515;11;544;76;67;52
EA6;<3468, 5, 958>;True;689;690;1005;1467;10;544;72;80;55
EA12;<3468, 5, 958>;True;485;485;824;1637;10;811;84;96;39
EA10;<3468, 5, 958>;True;340;340;638;1560;10;971;77;62;53
EA197;<3468, 5, 958>;True;405;405;730;1526;11;453;77;85;49
EA189;<3468, 5, 958>;True;380;380;829;1619;10;1027;87;64;51
EA181;<3468, 5, 958>;False;399;400;1002;1588;11;817;64;85;51
EA191;<3468, 5, 958>;True;260;260;570;1575;10;588;74;84;48
EA169;<3468, 5, 958>;False;155;155;844;1753;12;1518;97;49;52
EA167;<3468, 5, 958>;True;315;315;624;1853;11;1111;78;86;47
EA158;<3468, 5, 958>;True;330;330;708;1559;10;1201;82;57;52
EA160;<3468, 5, 958>;True;320;320;625;1694;10;1038;72;73;51
EA142;<3468, 5, 958>;False;80;80;680;1586;8;690;84;73;47
EA135;<3468, 5, 958>;False;265;265;927;1537;10;690;75;80;55
EA131;<3468, 5, 958>;True;280;280;566;1616;9;952;73;68;52
EA127;<3468, 5, 958>;True;320;320;609;1613;9;887;71;67;53
EA121;<3468, 5, 958>;True;375;375;677;1791;11;1042;75;86;48
EA118;<3468, 5, 958>;False;459;460;1135;1696;10;1065;79;84;44
EA106;<3468, 5, 958>;False;624;625;1396;1577;10;799;78;79;47
EA111;<3468, 5, 958>;False;314;315;1028;1605;11;542;78;94;47
EA110;<3468, 5, 958>;True;395;395;729;1748;11;954;76;93;48
EA104;<3468, 5, 958>;True;275;275;576;1696;10;1065;79;84;44
EA94;<3468, 5, 958>;True;335;335;601;1515;11;544;76;67;52
EA48;<3468, 5, 958>;True;400;400;745;1596;9;496;77;98;43
EA25;<3468, 5, 958>;True;240;240;567;1588;9;1021;71;69;53
EA18;<3468, 5, 958>;True;340;340;617;1674;11;1236;77;37;62
EA21;<3468, 5, 958>;True;295;295;529;1530;5;477;93;70;44
EA5;<3468, 5, 958>;True;380;380;730;1619;10;1328;72;62;52
EA195;<3468, 5, 958>;True;335;335;629;1747;10;1211;84;68;49
EA183;<3468, 5, 958>;True;360;360;870;1560;10;971;77;62;53
EA185;<3468, 5, 958>;True;280;280;545;1674;11;1236;77;37;62
EA179;<3468, 5, 958>;True;335;335;659;1513;10;901;78;75;63
EA175;<3468, 5, 958>;True;240;240;468;1650;10;1154;80;62;51
EA147;<3468, 5, 958>;True;340;340;728;1571;9;860;69;71;50
EA132;<3468, 5, 958>;True;320;320;614;1687;10;1101;72;57;50
EA107;<3468, 5, 958>;True;380;380;927;1632;10;788;79;81;46
EA101;<3468, 5, 958>;True;315;315;737;1557;10;351;77;84;51
EA81;<3468, 5, 958>;True;260;260;486;1650;10;872;73;78;50
EA78;<3468, 5, 958>;True;300;300;560;1592;11;814;65;85;51
EA76;<3468, 5, 958>;True;320;320;595;1582;9;947;75;62;53
EA67;<3468, 5, 958>;True;430;430;775;1613;10;616;78;93;45
EA60;<3468, 5, 958>;False;210;210;911;1595;10;1122;79;60;53
EA57;<3468, 5, 958>;True;490;490;888;1557;10;351;77;84;51
EA64;<3468, 5, 958>;True;340;340;581;1523;5;422;98;68;44
EA51;<3468, 5, 958>;True;395;395;851;1610;9;885;71;67;53
EA39;<3468, 5, 958>;True;535;535;953;1669;11;962;72;67;55
EA42;<3468, 5, 958>;True;320;320;579;1523;5;422;98;68;44
EA1;<3468, 5, 958>;False;260;260;994;1640;10;1207;79;55;53
EA3;<3468, 5, 958>;True;370;370;855;1534;9;926;70;71;46
EA199;<3468, 5, 958>;True;300;300;604;1646;10;916;72;69;53
EA194;<3468, 5, 958>;True;315;315;657;1517;10;347;76;96;45
EA184;<3468, 5, 958>;True;360;360;646;1625;10;1189;79;53;54
EA177;<3468, 5, 958>;False;369;370;1003;1693;10;1202;78;64;51
EA159;<3468, 5, 958>;True;360;360;677;1559;10;1201;82;57;52
EA144;<3468, 5, 958>;True;360;360;725;1547;10;763;74;77;52
EA134;<3468, 5, 958>;True;340;340;663;1619;10;772;72;65;56
EA115;<3468, 5, 958>;False;55;55;684;1588;9;1021;71;69;53
EA117;<3468, 5, 958>;False;25;25;571;1674;10;1091;72;62;53
EA91;<3468, 5, 958>;False;434;435;1147;1515;11;544;76;67;52
EA103;<3468, 5, 958>;True;260;260;578;1639;10;908;72;78;49
EA61;<3468, 5, 958>;True;280;280;527;1595;10;1122;79;60;53
EA44;<3468, 5, 958>;True;380;380;773;1639;10;908;72;78;49
EA41;<3468, 5, 958>;True;360;360;659;1575;10;974;76;58;50
EA32;<3468, 5, 958>;True;355;355;585;1539;10;994;79;66;51
EA27;<3468, 5, 958>;False;60;60;617;1747;10;1211;84;68;49
EA188;<3468, 5, 958>;False;185;185;983;1613;10;616;78;93;45
EA190;<3468, 5, 958>;True;435;435;866;1539;10;994;79;66;51
EA178;<3468, 5, 958>;True;300;300;594;1718;10;975;74;74;51
EA170;<3468, 5, 958>;True;360;360;778;1622;10;939;74;71;49
EA165;<3468, 5, 958>;True;315;315;699;1617;10;772;71;65;55
EA156;<3468, 5, 958>;False;280;280;916;1559;10;1201;82;57;52
EA154;<3468, 5, 958>;True;300;300;595;1690;10;1019;72;75;50
EA153;<3468, 5, 958>;True;350;350;624;1521;10;373;76;94;45
EA151;<3468, 5, 958>;True;300;300;637;1685;8;1811;64;47;51
EA139;<3468, 5, 958>;False;55;55;672;1639;10;908;72;78;49
EA123;<3468, 5, 958>;False;85;85;606;1539;10;994;79;66;51
EA116;<3468, 5, 958>;False;125;125;798;1717;10;893;77;85;49
EA109;<3468, 5, 958>;False;235;235;900;1554;10;359;77;84;50
EA95;<3468, 5, 958>;True;645;645;972;1662;9;1021;72;71;49
EA96;<3468, 5, 958>;True;355;355;677;1628;10;1087;77;62;52
EA93;<3468, 5, 958>;True;320;320;689;1537;10;896;79;78;59
EA90;<3468, 5, 958>;False;45;45;543;1534;9;926;70;71;46
EA75;<3468, 5, 958>;False;364;365;1031;1521;10;318;76;94;44
EA77;<3468, 5, 958>;True;435;435;817;1654;10;926;73;60;57
EA80;<3468, 5, 958>;True;280;280;579;1559;10;1201;82;57;52
EA72;<3468, 5, 958>;True;340;340;688;1527;12;400;79;95;48
EA65;<3468, 5, 958>;False;75;75;643;1575;10;775;68;83;52
EA62;<3468, 5, 958>;True;355;355;679;1690;10;1019;72;75;50
EA63;<3468, 5, 958>;True;320;320;631;1549;10;274;77;88;51
EA55;<3468, 5, 958>;False;349;350;1034;1575;10;785;66;82;50
EA53;<3468, 5, 958>;True;435;435;770;1651;10;1408;73;57;50
EA36;<3468, 5, 958>;True;355;355;758;1665;10;1205;76;60;53
EA22;<3468, 5, 958>;True;454;455;1082;1613;10;616;78;93;45
EA30;<3468, 5, 958>;True;300;300;664;1613;10;616;78;93;45
EA26;<3468, 5, 958>;False;160;160;870;1613;10;616;78;93;45
EA28;<3468, 5, 958>;True;400;400;717;1515;11;544;76;67;52
EA193;<3468, 5, 958>;True;430;430;743;1629;10;1009;75;69;49
EA167;<3468, 5, 958>;False;409;410;1015;1690;10;1019;72;75;50
EA174;<3468, 5, 958>;True;340;340;755;1659;10;1181;79;44;59
EA161;<3468, 5, 958>;False;55;55;622;1539;10;994;79;66;51
EA143;<3468, 5, 958>;False;344;345;1092;1613;10;616;78;93;45
EA131;<3468, 5, 958>;True;320;320;727;1613;10;616;78;93;45
EA117;<3468, 5, 958>;False;240;240;905;1662;9;1021;72;71;49
EA111;<3468, 5, 958>;True;355;355;723;1605;11;542;78;94;47
EA109;<3468, 5, 958>;True;390;390;850;1539;10;994;79;66;51
EA105;<3468, 5, 958>;True;280;280;549;1686;10;1097;72;57;50
EA99;<3468, 5, 958>;True;295;295;729;1693;10;1202;78;64;51
EA70;<3468, 5, 958>;True;425;425;978;1646;10;916;72;69;53
EA59;<3468, 5, 958>;True;430;430;725;1674;11;1236;77;37;62
EA60;<3468, 5, 958>;True;280;280;541;1580;10;708;74;80;46
EA31;<3468, 5, 958>;True;240;240;578;1718;10;975;74;74;51
EA13;<3468, 5, 958>;True;280;280;544;1619;10;1027;87;64;51
EA198;<3468, 5, 958>;True;499;500;1065;1699;11;1094;77;73;49
EA184;<3468, 5, 958>;False;1059;1060;1652;1661;10;1194;81;61;52
EA197;<3468, 5, 958>;True;350;350;771;1549;10;274;77;88;51
EA192;<3468, 5, 958>;True;340;340;705;1577;10;799;78;79;47
EA185;<3468, 5, 958>;True;335;335;607;1791;11;1042;75;86;48
EA166;<3468, 5, 958>;True;355;355;823;1561;10;900;78;74;54
EA173;<3468, 5, 958>;True;240;240;600;1747;10;1211;84;68;49
EA158;<3468, 5, 958>;True;295;295;649;1747;10;1211;84;68;49
EA148;<3468, 5, 958>;False;220;220;862;1696;10;1065;79;84;44
EA140;<3468, 5, 958>;False;95;95;763;1540;10;993;78;66;51
EA115;<3468, 5, 958>;False;359;360;1068;1581;10;817;66;80;50
EA98;<3468, 5, 958>;False;369;370;1114;1686;10;1329;72;63;50
EA86;<3468, 5, 958>;False;235;235;986;1577;10;601;77;74;51
EA85;<3468, 5, 958>;False;210;210;861;1515;11;544;76;67;52
EA72;<3468, 5, 958>;False;100;100;865;1515;11;544;76;67;52
EA74;<3468, 5, 958>;False;25;25;564;1571;9;860;69;71;50
EA75;<3468, 5, 958>;True;280;280;506;1557;10;351;77;84;51
EA66;<3468, 5, 958>;False;80;80;682;1588;10;637;73;82;48
EA62;<3468, 5, 958>;True;340;340;758;1547;10;567;74;76;49
EA51;<3468, 5, 958>;True;335;335;762;1625;10;987;82;65;50
EA42;<3468, 5, 958>;False;429;430;1080;1654;10;1025;69;68;50
EA43;<3468, 5, 958>;False;375;375;991;1549;10;274;77;88;51
EA45;<3468, 5, 958>;True;425;425;755;1575;10;588;74;84;48
EA36;<3468, 5, 958>;True;355;355;727;1811;11;1078;74;87;47
EA6;<3468, 5, 958>;False;285;285;990;1763;11;883;75;100;47
EA15;<3468, 5, 958>;True;280;280;591;1641;10;871;74;80;50
EA181;<3468, 5, 958>;False;289;290;1010;1853;11;1111;78;86;47
EA189;<3468, 5, 958>;True;415;415;722;1575;10;785;66;82;50
EA175;<3468, 5, 958>;True;450;450;780;1517;10;347;76;96;45
EA172;<3468, 5, 958>;True;390;390;744;1624;10;962;83;65;49
EA156;<3468, 5, 958>;False;514;515;1176;1517;10;877;79;79;61
EA165;<3468, 5, 958>;True;375;375;750;1616;10;965;79;78;45
EA164;<3468, 5, 958>;True;320;320;621;1581;10;817;66;80;50
EA159;<3468, 5, 958>;True;320;320;613;1626;10;831;83;92;40
EA155;<3468, 5, 958>;True;340;340;665;1631;9;1112;76;60;52
EA137;<3468, 5, 958>;False;934;935;1689;1559;10;998;77;65;51
EA150;<3468, 5, 958>;True;400;400;869;1527;10;560;74;85;51
EA154;<3468, 5, 958>;True;280;280;513;1560;10;971;77;62;53
EA151;<3468, 5, 958>;True;335;335;637;1696;10;1065;79;84;44
EA142;<3468, 5, 958>;False;65;65;716;1467;10;544;72;80;55
EA138;<3468, 5, 958>;True;240;240;498;1596;9;496;77;98;43
EA126;<3468, 5, 958>;False;265;265;922;1518;10;795;76;78;56
EA113;<3468, 5, 958>;False;125;125;832;1584;9;998;91;60;51
EA95;<3468, 5, 958>;False;404;405;1063;1517;10;440;73;91;50
EA96;<3468, 5, 958>;True;340;340;645;1577;10;799;78;79;47
EA89;<3468, 5, 958>;True;405;405;922;1669;11;962;72;67;55
EA82;<3468, 5, 958>;True;300;300;660;1557;10;351;77;84;51
EA68;<3468, 5, 958>;True;355;355;732;1582;10;955;61;81;49
